arrival,carrier,co2,departure,distance,dwell,from_lat,from_lon,from_name,mode,shipment,step,time,to_lat,to_lon,to_name
2020-05-29 16:42:58.785251,3,3218.5514630286366,2020-05-09 01:23:23.873757,3962.6109144314255,2020-05-08 14:23:23.873757,33.58831,-7.61138,3,plane,ship00004,2,495.3263643039282,64.62477,21.07689,7
2021-09-09 03:53:54.376433,2,189.96737596614142,2018-05-16 00:25:00.000000,7272.8704428078645,2018-05-16 00:25:00.000000,-10.71484,25.46674,4,boat,ship00005,0,29091.481771231458,53.57532,10.01534,2
2021-11-17 20:48:36.312245,3,10.878403066903282,2021-09-09 10:53:54.376433,416.4779122091609,2021-09-09 03:53:54.376433,53.57532,10.01534,2,boat,ship00005,1,1665.9116488366435,51.9225,4.47917,6
2022-08-29 23:28:01.001866,3,44.56500928422859,2021-11-18 14:48:36.312245,1706.1642145569904,2021-11-17 20:48:36.312245,51.9225,4.47917,6,boat,ship00005,2,6824.6568582279615,64.62477,21.07689,7
2020-07-02 13:53:08.563698,1,151.8957603669308,2017-11-06 08:40:00.000000,5815.304761367947,2017-11-06 08:40:00.000000,46.81228,-71.21454,8,boat,ship00006,0,23261.21904547179,60.45148,22.26869,0
2021-02-01 02:48:11.543355,2,335.0429218539181,2020-07-03 12:53:08.563698,2550.9587471746463,2020-07-02 13:53:08.563698,60.45148,22.26869,0,truck,ship00006,1,5101.917494349293,43.26271,-2.92528,1
2021-02-16 00:35:33.651197,4,2285.871718338429,2021-02-01 08:48:11.543355,2814.3157952038573,2021-02-01 02:48:11.543355,43.26271,-2.92528,1,plane,ship00006,2,351.78947440048216,64.62477,21.07689,7
2021-06-19 22:10:54.376433,0,189.96737596614142,2018-02-23 18:42:00.000000,7272.8704428078645,2018-02-23 18:42:00.000000,-10.71484,25.46674,4,boat,ship00007,0,29091.481771231458,53.57532,10.01534,2
2021-07-25 02:08:15.344339,0,54.70020898955119,2021-06-20 09:10:54.376433,416.4779122091609,2021-06-19 22:10:54.376433,53.57532,10.01534,2,truck,ship00007,1,832.9558244183218,51.9225,4.47917,6
2021-12-15 05:27:57.689149,2,224.08760793991513,2021-07-26 01:08:15.344339,1706.1642145569904,2021-07-25 02:08:15.344339,51.9225,4.47917,6,truck,ship00007,2,3412.3284291139807,64.62477,21.07689,7
2019-06-29 04:58:07.058163,3,706.4582877526526,2018-04-06 23:16:00.000000,5378.850980300384,2018-04-06 23:16:00.000000,46.81228,-71.21454,8,truck,ship00008,0,10757.701960600769,58.27429,11.43576,10
2019-09-07 10:02:09.829852,4,109.54198856023406,2019-06-29 21:58:07.058163,834.0337182901937,2019-06-29 04:58:07.058163,58.27429,11.43576,10,truck,ship00008,1,1668.0674365803875,51.9225,4.47917,6
2019-09-16 21:18:23.726403,0,1385.7977599896244,2019-09-08 00:02:09.829852,1706.1642145569904,2019-09-07 10:02:09.829852,51.9225,4.47917,6,plane,ship00008,2,213.2705268196238,64.62477,21.07689,7
2021-02-27 23:13:31.940058,3,191.48262176904942,2017-10-25 03:42:00.000000,7330.881384726241,2017-10-25 03:42:00.000000,-11.05248,26.54665,9,boat,ship00009,0,29323.525538904963,53.57532,10.01534,2
2021-04-04 02:10:52.907964,3,54.70020898955119,2021-02-28 09:13:31.940058,416.4779122091609,2021-02-27 23:13:31.940058,53.57532,10.01534,2,truck,ship00009,1,832.9558244183218,51.9225,4.47917,6
2021-08-24 19:30:35.252774,4,224.08760793991513,2021-04-04 15:10:52.907964,1706.1642145569904,2021-04-04 02:10:52.907964,51.9225,4.47917,6,truck,ship00009,2,3412.3284291139807,64.62477,21.07689,7
